Target,AccMeanX,AccMeanY,AccMeanZ,AccCovX,AccCovY,AccCovZ,AccSkewX,AccSkewY,AccSkewZ,AccKurtX,AccKurtY,AccKurtZ,AccSumX,AccSumY,AccSumZ,AccMinX,AccMinY,AccMinZ,AccMaxX,AccMaxY,AccMaxZ,AccVarX,AccVarY,AccVarZ,AccMedianX,AccMedianY,AccMedianZ,AccStdX,AccStdY,AccStdZ,GyroMeanX,GyroMeanY,GyroMeanZ,GyroCovX,GyroCovY,GyroCovZ,GyroSkewX,GyroSkewY,GyroSkewZ,GyroSumX,GyroSumY,GyroSumZ,GyroKurtX,GyroKurtY,GyroKurtZ,GyroMinX,GyroMinY,GyroMinZ,GyroMaxX,GyroMaxY,GyroMaxZ,GyroVarX,GyroVarY,GyroVarZ,GyroMedianX,GyroMedianY,GyroMedianZ,GyroStdX,GyroStdY,GyroStdZ
2,0.167375837,-0.158412388,-0.984340123,0.027137194,0.022224627,0.00619272,-0.694467896,-2.153621596,-0.750240869,-0.690903615,4.134456422,0.068300254,2.343261719,-2.217773438,-13.78076172,-0.13671875,-0.564941406,-1.158203125,0.353027344,-0.05859375,-0.890869141,0.027137194,0.022224627,0.00619272,0.190917969,-0.106445313,-0.991821289,0.164733707,0.149079263,0.078693834,-0.063249727,4.017448201,-5.543075245,16.95957676,8.313263335,210.6692084,-0.931867209,-0.25937547,-1.962274947,-0.885496183,56.24427481,-77.60305344,3.270233418,0.162740916,2.723370356,-10.73282443,-1.885496183,-39.12977099,7.480916031,8.992366412,4.160305344,16.95957676,8.313263335,210.6692084,-0.335877863,4.114503817,0.675572519,4.11820067,2.883273025,14.51444826
2,0.185215541,-0.158830915,-0.978097098,0.029664329,0.022150743,0.006087903,-0.829731518,-2.157762782,-1.017770699,-0.618864676,4.151377839,0.576658511,2.593017578,-2.223632813,-13.69335938,-0.13671875,-0.564941406,-1.158203125,0.366943359,-0.05859375,-0.890869141,0.029664329,0.022150743,0.006087903,0.22265625,-0.106445313,-0.967651367,0.172233358,0.148831257,0.078025016,-0.456924755,4.35823337,-5.539803708,15.56102484,7.550648961,210.7259522,-0.821931808,-0.571968657,-1.962009672,-6.396946565,61.01526718,-77.55725191,3.906201806,1.022693599,2.722510816,-10.73282443,-1.885496183,-39.12977099,7.480916031,8.992366412,4.160305344,15.56102484,7.550648961,210.7259522,-0.442748092,4.270992366,0.675572519,3.944746486,2.747844421,14.51640287
2,0.199741908,-0.166102818,-0.963047573,0.032735851,0.021321101,0.00887323,-0.862768728,-2.139495036,-0.298931736,-0.66875104,4.153422682,0.682043497,2.796386719,-2.325439453,-13.48266602,-0.13671875,-0.564941406,-1.158203125,0.392333984,-0.061035156,-0.779296875,0.032735851,0.021321101,0.00887323,0.272583008,-0.119873047,-0.93359375,0.180930514,0.146017466,0.094197823,-0.456379498,4.214285714,-5.456379498,15.56058844,7.961275919,211.9298963,-0.822445556,-0.404839846,-1.96072732,-6.389312977,59,-76.38931298,3.907255463,0.460857177,2.713055224,-10.73282443,-1.885496183,-39.12977099,7.480916031,8.992366412,4.160305344,15.56058844,7.961275919,211.9298963,-0.442748092,4.270992366,1.103053435,3.944691172,2.821573306,14.55781221
2,0.200718471,-0.168875558,-0.972673689,0.033071618,0.021021425,0.009220687,-0.852756906,-2.127059372,-0.011155935,-0.682967226,4.151821279,0.329181372,2.810058594,-2.364257813,-13.61743164,-0.13671875,-0.564941406,-1.158203125,0.392333984,-0.061035156,-0.779296875,0.033071618,0.021021425,0.009220687,0.272583008,-0.129638672,-0.969482422,0.181856035,0.144987672,0.096024408,-0.653217012,4.433478735,-5.370229008,16.28818219,8.572390694,213.6369205,-0.641415596,-0.534160363,-1.949007633,-9.145038168,62.06870229,-75.18320611,3.08504109,0.158102153,2.681323067,-10.73282443,-1.885496183,-39.12977099,7.480916031,8.992366412,4.389312977,16.28818219,8.572390694,213.6369205,-0.442748092,4.641221374,1.103053435,4.035862013,2.927864528,14.61632377
2,0.197405134,-0.170846122,-0.986781529,0.032568718,0.020631553,0.009944254,-0.818759968,-2.160471636,0.263343075,-0.677668721,4.268926885,0.078951139,2.763671875,-2.391845703,-13.81494141,-0.13671875,-0.564941406,-1.158203125,0.392333984,-0.061035156,-0.779296875,0.032568718,0.020631553,0.009944254,0.249389648,-0.129638672,-0.998046875,0.180468053,0.14363688,0.099720882,-0.590512541,4.951472192,-5.329880044,16.36134354,10.84876358,214.4342331,-0.68997786,-0.402172767,-1.94369552,-8.267175573,69.32061069,-74.61832061,3.079766977,0.042288744,2.666730343,-10.73282443,-1.885496183,-39.12977099,7.480916031,10.35877863,4.389312977,16.36134354,10.84876358,214.4342331,-0.335877863,5.209923664,1.103053435,4.044915764,3.293746132,14.6435731
2,0.20160784,-0.171770368,-0.977940151,0.033314184,0.020551761,0.00926199,-0.852704488,-2.152373338,0.055068005,-0.69808735,4.254977295,0.462587084,2.822509766,-2.404785156,-13.69116211,-0.13671875,-0.564941406,-1.158203125,0.392333984,-0.061035156,-0.779296875,0.033314184,0.020551761,0.00926199,0.272583008,-0.135620117,-0.974975586,0.182521735,0.143358855,0.096239231,-0.603598691,5.548527808,-5.556706652,16.43402047,11.01319053,210.518111,-0.679057352,-0.660500113,-1.961176401,-8.450381679,77.67938931,-77.79389313,3.012378509,0.518478859,2.723521315,-10.73282443,-1.885496183,-39.12977099,7.480916031,10.35877863,4.389312977,16.43402047,11.01319053,210.518111,-0.335877863,5.748091603,0.858778626,4.053889548,3.318612741,14.50924226
2,0.176217215,-0.204589844,-0.961652483,0.034205869,0.029840176,0.012116491,-0.507847526,-1.503168442,0.083112876,-1.28074183,0.881024745,-0.173160014,2.467041016,-2.864257813,-13.46313477,-0.13671875,-0.564941406,-1.158203125,0.392333984,-0.061035156,-0.774414063,0.034205869,0.029840176,0.012116491,0.219604492,-0.137207031,-0.950805664,0.184948288,0.172743092,0.110074936,0.564885496,4.902399128,-7.439476554,10.05641593,12.06528379,231.6376373,0.833831462,-0.380797859,-1.456488596,7.908396947,68.63358779,-104.1526718,0.54156395,-0.217693334,0.764583284,-3.648854962,-1.885496183,-39.12977099,7.480916031,10.35877863,4.389312977,10.05641593,12.06528379,231.6376373,0.026717557,5.209923664,0.645038168,3.171185257,3.473511738,15.21964643
2,0.140485491,-0.242780413,-0.948242188,0.042644241,0.044495864,0.008957083,-0.320311869,-1.146557897,0.435036403,-1.429990106,-0.285843771,0.065542022,1.966796875,-3.398925781,-13.27539063,-0.201416016,-0.669189453,-1.102294922,0.392333984,-0.061035156,-0.774414063,0.042644241,0.044495864,0.008957083,0.174316406,-0.149047852,-0.950805664,0.206504822,0.210940428,0.094641869,1.098146129,4.369138495,-10.29389313,14.14276429,13.80378234,286.4045555,0.728360407,-0.111351164,-0.995527587,15.3740458,61.16793893,-144.1145038,-0.385375157,-0.773430395,-0.769877314,-3.648854962,-1.885496183,-39.12977099,8.122137405,10.35877863,4.389312977,14.14276429,13.80378234,286.4045555,0.026717557,4.641221374,-0.732824427,3.760686678,3.715344176,16.92349123
2,0.123674665,-0.266601563,-0.952235631,0.046047575,0.048827226,0.008953559,-0.107509523,-0.772898706,0.578427866,-1.742402041,-1.209618308,0.185190848,1.731445313,-3.732421875,-13.33129883,-0.201416016,-0.669189453,-1.102294922,0.392333984,-0.061035156,-0.774414063,0.046047575,0.048827226,0.008953559,0.141479492,-0.149047852,-0.963378906,0.214586987,0.220968836,0.094623245,1.141221374,4.579607415,-12.46401309,14.30057196,14.65801674,313.6769614,0.6854665,-0.22818749,-0.621149544,15.97709924,64.11450382,-174.4961832,-0.497443046,-0.999115929,-1.548074094,-3.648854962,-1.885496183,-39.12977099,8.122137405,10.35877863,4.389312977,14.30057196,14.65801674,313.6769614,0.026717557,4.965648855,-4.099236641,3.781609705,3.828578945,17.71092774
2,0.147495815,-0.237792969,-0.950613839,0.040631806,0.041934545,0.008634214,-0.347653319,-1.177366859,0.612603619,-1.393925932,-0.102530371,0.314634374,2.064941406,-3.329101563,-13.30859375,-0.201416016,-0.669189453,-1.102294922,0.392333984,-0.061035156,-0.774414063,0.040631806,0.041934545,0.008634214,0.194824219,-0.149047852,-0.963378906,0.201573328,0.20477926,0.092920469,1.089967285,4.20610687,-9.913849509,14.7565919,15.49910575,266.014509,0.641616022,0.035652091,-0.990681678,15.25954198,58.88549618,-138.7938931,-0.539205054,-1.25709006,-0.725073125,-3.648854962,-1.885496183,-39.12977099,8.122137405,10.35877863,4.389312977,14.7565919,15.49910575,266.014509,0.026717557,4.270992366,-0.729007634,3.841430971,3.936890366,16.30995123
2,0.147984096,-0.213291713,-0.946428571,0.04041789,0.040907985,0.009202331,-0.349568312,-1.538161916,0.484836625,-1.380561851,0.942062545,-0.203734086,2.071777344,-2.986083984,-13.25,-0.201416016,-0.669189453,-1.102294922,0.392333984,-0.061035156,-0.774414063,0.04041789,0.040907985,0.009202331,0.194824219,-0.137207031,-0.963378906,0.20104201,0.202257224,0.095928781,0.312431843,4.875136314,-6.916030534,12.51758203,12.98759358,203.1888136,0.890822993,-0.110558438,-1.394815023,4.374045802,68.2519084,-96.82442748,0.366195577,-1.295786408,0.592917645,-3.648854962,-0.610687023,-37.75572519,8.122137405,10.35877863,4.389312977,12.51758203,12.98759358,203.1888136,-0.335877863,4.965648855,0.645038168,3.538019507,3.603830404,14.25443137
2,0.124441964,-0.230416434,-0.965733119,0.038832439,0.043801126,0.012109542,-0.060295951,-1.188260008,0.263856475,-1.408876542,-0.14648212,-0.017941989,1.7421875,-3.225830078,-13.52026367,-0.201416016,-0.669189453,-1.161132813,0.392333984,-0.061035156,-0.774414063,0.038832439,0.043801126,0.012109542,0.141479492,-0.137207031,-0.974121094,0.197059481,0.209287185,0.110043364,0.714830971,4.201199564,-8.016902944,16.16776508,15.37545873,224.5178126,0.771363513,0.044017365,-1.080017592,10.00763359,58.81679389,-112.2366412,-0.559972557,-1.253249972,-0.478849143,-3.648854962,-1.824427481,-37.75572519,8.122137405,10.35877863,4.389312977,16.16776508,15.37545873,224.5178126,-0.335877863,4.270992366,0.645038168,4.02091595,3.92115528,14.98391846
2,0.134102958,-0.230730329,-0.96585519,0.039424277,0.04368799,0.01209655,-0.21714374,-1.191244212,0.267323882,-1.438274944,-0.142370009,-0.008806742,1.877441406,-3.230224609,-13.52197266,-0.201416016,-0.669189453,-1.161132813,0.392333984,-0.063964844,-0.774414063,0.039424277,0.04368799,0.01209655,0.194824219,-0.137207031,-0.974121094,0.198555475,0.209016721,0.109984319,0.55561614,4.32606325,-7.989094875,16.15261957,15.04485957,225.0421816,0.907340944,-0.054201592,-1.080345226,7.778625954,60.5648855,-111.8473282,-0.37255621,-1.14802948,-0.481069602,-3.648854962,-1.824427481,-37.75572519,8.122137405,10.35877863,4.389312977,16.15261957,15.04485957,225.0421816,-0.400763359,4.270992366,0.839694656,4.019032168,3.878770369,15.00140599
2,0.166120257,-0.232352121,-0.959245954,0.038635389,0.043320522,0.01215948,-0.532963769,-1.186577657,0.069566621,-1.086349774,-0.137185459,-0.100219076,2.325683594,-3.252929688,-13.42944336,-0.201416016,-0.669189453,-1.161132813,0.392333984,-0.063964844,-0.774414063,0.038635389,0.043320522,0.01215948,0.21105957,-0.137695313,-0.963378906,0.196558869,0.208135826,0.110270033,0.489094875,4.298800436,-7.320610687,16.34667573,15.05110297,229.9307912,0.941243581,-0.029618684,-1.185153583,6.847328244,60.18320611,-102.4885496,-0.367456232,-1.151864756,-0.344418179,-3.648854962,-1.824427481,-37.75572519,8.122137405,10.35877863,4.389312977,16.34667573,15.05110297,229.9307912,-0.629770992,4.080152672,0.839694656,4.043102241,3.879575101,15.16346897
2,0.181030273,-0.233729771,-0.949201311,0.042606782,0.042847446,0.012827639,-0.580435011,-1.197760519,-0.17053696,-1.189798425,-0.119500773,-0.378816729,2.534423828,-3.272216797,-13.28881836,-0.201416016,-0.669189453,-1.161132813,0.401611328,-0.065429688,-0.774414063,0.042606782,0.042847446,0.012827639,0.235839844,-0.137695313,-0.950805664,0.206414104,0.206996247,0.113259168,0.538167939,4.286259542,-7.103053435,16.29642122,15.0574581,234.3671451,0.903734224,-0.018337659,-1.180268568,7.534351145,60.00763359,-99.44274809,-0.407517974,-1.154551063,-0.361534983,-3.648854962,-1.824427481,-37.75572519,8.122137405,10.35877863,4.389312977,16.29642122,15.0574581,234.3671451,-0.629770992,3.992366412,0.965648855,4.036882612,3.880394065,15.30905435
2,0.16242327,-0.238246373,-0.953595843,0.040003102,0.041633559,0.013061198,-0.388124156,-1.203788216,-0.042842746,-1.202149126,-0.084385466,-0.516714986,2.273925781,-3.335449219,-13.3503418,-0.201416016,-0.669189453,-1.161132813,0.401611328,-0.065429688,-0.774414063,0.040003102,0.041633559,0.013061198,0.21105957,-0.140258789,-0.963378906,0.200007755,0.204043032,0.114285597,0.892584515,3.965103599,-7.159760087,16.60109877,15.63810352,233.2350765,0.620773937,0.215040848,-1.181003024,12.49618321,55.51145038,-100.2366412,-0.866295073,-1.263625868,-0.357374675,-3.648854962,-1.824427481,-37.75572519,8.122137405,10.35877863,4.389312977,16.60109877,15.63810352,233.2350765,-0.038167939,3.938931298,0.965648855,4.074444597,3.954504207,15.27203577
2,0.153913225,-0.235142299,-0.958705357,0.036802885,0.042288907,0.011508519,-0.421662948,-1.215198159,-0.190982514,-1.082951097,-0.089732652,-0.380253032,2.154785156,-3.291992188,-13.421875,-0.201416016,-0.669189453,-1.161132813,0.401611328,-0.065429688,-0.774414063,0.036802885,0.042288907,0.011508519,0.21105957,-0.137695313,-0.963378906,0.191840781,0.205642669,0.107277763,0.581243184,3.72082879,-6.87131952,19.10956289,17.53148431,239.9576218,0.516858974,0.199725856,-1.161337857,8.13740458,52.09160305,-96.19847328,-0.989885711,-1.419373582,-0.388389672,-5.183206107,-1.824427481,-37.75572519,8.122137405,10.35877863,5.824427481,19.10956289,17.53148431,239.9576218,-0.038167939,3.938931298,0.965648855,4.371448603,4.187061536,15.49056557
2,0.131434849,-0.261753627,-0.975847517,0.033574743,0.046561873,0.019067127,-0.208215096,-0.810355636,-0.886885374,-1.021327782,-1.123826126,0.799668066,1.840087891,-3.664550781,-13.66186523,-0.201416016,-0.669189453,-1.291992188,0.401611328,-0.065429688,-0.774414063,0.033574743,0.046561873,0.019067127,0.151611328,-0.140258789,-0.963378906,0.18323412,0.215782002,0.138083767,1.164122137,3.697928026,-8.802071974,18.55543428,17.36955184,245.3190594,0.216620046,0.208985173,-0.814622621,16.29770992,51.77099237,-123.2290076,-1.181293279,-1.386295058,-1.137769713,-5.183206107,-1.824427481,-37.75572519,8.122137405,10.35877863,5.824427481,18.55543428,17.36955184,245.3190594,0.370229008,3.938931298,0.683206107,4.307601918,4.167679431,15.66266451
2,0.100359235,-0.302577427,-0.974679129,0.039403755,0.054950041,0.01876803,-0.004942576,-0.501296146,-0.91402501,-1.218676952,-1.637134528,0.952796265,1.405029297,-4.236083984,-13.64550781,-0.201416016,-0.669189453,-1.291992188,0.401611328,-0.065429688,-0.774414063,0.039403755,0.054950041,0.01876803,0.079223633,-0.15222168,-0.963378906,0.19850379,0.234414251,0.136996461,1.89912759,2.446564885,-12.30207197,24.84376631,21.33967224,319.5054951,0.238429816,-0.307951881,-0.625843548,26.58778626,34.2519084,-172.2290076,-1.152914435,-0.172724252,-1.283572216,-5.183206107,-7.160305344,-44.89312977,10.64885496,9.557251908,5.824427481,24.84376631,21.33967224,319.5054951,1.751908397,2.473282443,-0.797709924,4.984352145,4.61948831,17.87471665
2,0.101667132,-0.309535435,-0.983398438,0.040021866,0.053156833,0.019487216,0.002127442,-0.451788534,-0.68196014,-1.239783241,-1.600118443,0.37310577,1.423339844,-4.333496094,-13.76757813,-0.201416016,-0.669189453,-1.291992188,0.401611328,-0.065429688,-0.774414063,0.040021866,0.053156833,0.019487216,0.079223633,-0.198364258,-0.974121094,0.200054658,0.230557657,0.139596619,2.449836423,2.022355507,-13.06870229,22.96171968,17.36211772,305.7943817,-0.009919818,-0.505976225,-0.553944244,34.29770992,28.3129771,-182.9618321,-0.970010016,0.283314483,-1.24064801,-5.183206107,-7.160305344,-44.89312977,10.64885496,7.832061069,5.824427481,22.96171968,17.36211772,305.7943817,3.358778626,2.328244275,-5.881679389,4.791838862,4.166787458,17.48697749
2,0.104701451,-0.284894671,-0.994105748,0.039452817,0.04893142,0.01627269,-0.040396338,-0.779213552,-0.984867973,-1.171950503,-1.004367727,0.808284714,1.465820313,-3.988525391,-13.91748047,-0.201416016,-0.669189453,-1.291992188,0.401611328,-0.065429688,-0.850830078,0.039452817,0.04893142,0.01627269,0.079223633,-0.182983398,-0.974121094,0.198627333,0.221204474,0.127564455,2.214830971,2.770992366,-11.34296619,22.12726403,21.86141206,303.5660237,0.136900853,-0.39448007,-0.848036726,31.00763359,38.79389313,-158.8015267,-0.761358675,0.132295987,-0.833045737,-5.183206107,-7.160305344,-44.89312977,10.64885496,10.42748092,5.824427481,22.12726403,21.86141206,303.5660237,2.729007634,3.763358779,-1.370229008,4.703962588,4.675618896,17.42314621
2,0.113926479,-0.248064314,-0.998814174,0.034561896,0.03743715,0.016343253,0.100151914,-1.108039334,-0.853339663,-1.212886348,-0.071249933,0.585163341,1.594970703,-3.472900391,-13.98339844,-0.188720703,-0.663330078,-1.291992188,0.401611328,-0.065429688,-0.850830078,0.034561896,0.03743715,0.016343253,0.079223633,-0.157592773,-0.99230957,0.185908301,0.193486821,0.127840733,1.694111232,2.988004362,-9.239367503,19.29800993,20.94009865,245.8461414,0.36402796,-0.550734441,-1.206546081,23.71755725,41.83206107,-129.351145,-0.090242518,0.574099803,0.470436683,-5.183206107,-7.160305344,-44.89312977,10.64885496,10.42748092,5.824427481,19.29800993,20.94009865,245.8461414,1.583969466,3.763358779,-1.370229008,4.392950026,4.576035255,15.67948154
2,0.117082868,-0.235281808,-1.000104632,0.033385779,0.032627146,0.016308112,0.102650254,-1.35658477,-0.82112977,-1.13636778,1.094644276,0.557933913,1.639160156,-3.293945313,-14.00146484,-0.188720703,-0.663330078,-1.291992188,0.401611328,-0.065429688,-0.850830078,0.033385779,0.032627146,0.016308112,0.079223633,-0.157592773,-1.001342773,0.182717756,0.18062986,0.12770322,1.784623773,2.365321701,-8.6608506,19.69109904,19.87170245,221.6669883,0.29889786,-0.277453072,-1.300277496,24.98473282,33.11450382,-121.2519084,-0.260380059,0.562438442,1.134568329,-5.183206107,-7.160305344,-44.89312977,10.64885496,10.42748092,5.824427481,19.69109904,19.87170245,221.6669883,1.583969466,3.022900763,-1.370229008,4.437465384,4.457768775,14.88848509
2,0.103480748,-0.2482387,-0.990687779,0.033641227,0.03292182,0.016912936,0.334445229,-1.112811149,-0.9887778,-1.082650097,0.536403206,0.632515274,1.448730469,-3.475341797,-13.86962891,-0.188720703,-0.663330078,-1.291992188,0.401611328,-0.065429688,-0.850830078,0.033641227,0.03292182,0.016912936,0.044677734,-0.178955078,-0.960083008,0.183415449,0.181443711,0.130049744,2.215376227,2.138495093,-10.48964013,17.50268434,21.38956271,242.3130879,0.164000325,-0.173533561,-0.893539088,31.01526718,29.9389313,-146.8549618,0.214799584,0.031321423,-0.116712942,-5.183206107,-7.160305344,-44.89312977,10.64885496,10.42748092,5.824427481,17.50268434,21.38956271,242.3130879,2.496183206,3.022900763,-4.515267176,4.18362096,4.624885157,15.56640896
2,0.120919364,-0.248465402,-1.000854492,0.032049586,0.032837211,0.015415079,0.087450827,-1.117042383,-0.963130803,-1.001865504,0.543869789,0.881368993,1.692871094,-3.478515625,-14.01196289,-0.188720703,-0.663330078,-1.291992188,0.401611328,-0.065429688,-0.850830078,0.032049586,0.032837211,0.015415079,0.079223633,-0.178955078,-0.997192383,0.179023983,0.181210407,0.124157478,2.429116685,1.92693566,-10.63304253,15.55504815,19.58180413,238.4839996,0.238983949,-0.17459096,-0.904988793,34.00763359,26.97709924,-148.8625954,0.714887705,0.462187867,-0.075392996,-5.183206107,-7.160305344,-44.89312977,10.64885496,10.42748092,5.824427481,15.55504815,19.58180413,238.4839996,2.496183206,3.022900763,-4.515267176,3.943988863,4.425133233,15.44292717
2,0.152901786,-0.224190848,-0.978358677,0.038225279,0.032109631,0.014734054,-0.061393297,-1.479383137,-1.295066647,-1.075878335,1.653929022,2.257822507,2.140625,-3.138671875,-13.69702148,-0.188720703,-0.663330078,-1.291992188,0.450439453,-0.065429688,-0.846191406,0.038225279,0.032109631,0.014734054,0.149169922,-0.148193359,-0.960083008,0.195512861,0.179191605,0.12138391,1.515267176,2.731733915,-8.901853871,17.18312766,22.14695089,229.9744399,0.251533943,-0.33896657,-1.261757898,21.21374046,38.24427481,-124.6259542,0.886427943,0.305378943,0.822105205,-5.251908397,-7.160305344,-44.89312977,10.64885496,10.42748092,5.824427481,17.18312766,22.14695089,229.9744399,1.583969466,3.763358779,-0.328244275,4.145253631,4.706054705,15.16490817
2,0.161097935,-0.22328404,-0.983851842,0.040444556,0.032431224,0.014433337,-0.130965564,-1.459095528,-1.187620026,-1.267955553,1.611961008,2.190283056,2.255371094,-3.125976563,-13.77392578,-0.188720703,-0.663330078,-1.291992188,0.450439453,-0.052734375,-0.846191406,0.040444556,0.032431224,0.014433337,0.149169922,-0.148193359,-0.994995117,0.20110832,0.180086712,0.120138823,1.189203926,3.079607415,-8.341330425,20.04130276,24.72280811,246.2628628,0.185882965,-0.37247012,-1.157242012,16.64885496,43.11450382,-116.778626,0.201966596,-0.150925725,0.617828472,-5.251908397,-7.160305344,-44.89312977,10.64885496,10.42748092,8.79389313,20.04130276,24.72280811,246.2628628,1.583969466,3.79389313,-0.328244275,4.476751363,4.972203546,15.69276466
2,0.163399833,-0.220982143,-0.995099749,0.041518729,0.032929749,0.014460586,-0.11671436,-1.455343681,-0.907351617,-1.298316181,1.562956502,1.636538244,2.287597656,-3.09375,-13.93139648,-0.188720703,-0.663330078,-1.291992188,0.450439453,-0.052734375,-0.846191406,0.041518729,0.032929749,0.014460586,0.149169922,-0.148193359,-0.997192383,0.203761451,0.181465559,0.120252178,1.159214831,3.039803708,-8.338604144,20.21452809,24.66477369,246.3144124,0.197780707,-0.346293965,-1.1572818,16.22900763,42.55725191,-116.740458,0.149669522,-0.149442677,0.617267085,-5.251908397,-7.160305344,-44.89312977,10.64885496,10.42748092,8.79389313,20.21452809,24.66477369,246.3144124,1.583969466,3.538167939,-0.328244275,4.496056949,4.966364233,15.69440704
2,0.162161691,-0.210675921,-1.016026088,0.040904936,0.037474141,0.014187846,-0.127661615,-1.140179263,-0.646673857,-1.287481958,1.155716589,1.000711194,2.270263672,-2.949462891,-14.22436523,-0.188720703,-0.663330078,-1.291992188,0.450439453,0.061035156,-0.846191406,0.040904936,0.037474141,0.014187846,0.149169922,-0.148193359,-1.002685547,0.202249688,0.193582389,0.119112744,1.750817884,3.501635769,-8.185387132,24.12369377,28.5755665,250.6418259,0.048458473,-0.34373996,-1.135938833,24.51145038,49.02290076,-114.5954198,-0.542517682,-0.551915529,0.562329267,-5.251908397,-7.160305344,-44.89312977,10.64885496,10.4351145,8.79389313,24.12369377,28.5755665,250.6418259,2.496183206,3.538167939,-0.328244275,4.911587704,5.345611892,15.83167161
2,0.152779715,-0.228864397,-1.001238142,0.043263116,0.039447452,0.017542128,-0.022938317,-0.81244296,-0.472468112,-1.503898508,0.276382655,0.363870194,2.138916016,-3.204101563,-14.01733398,-0.188720703,-0.663330078,-1.291992188,0.450439453,0.061035156,-0.799804688,0.043263116,0.039447452,0.017542128,0.121948242,-0.178955078,-0.997192383,0.207997875,0.198613826,0.132446699,1.420937841,3.302071974,-9.530534351,24.33657584,30.19199808,247.2161632,0.261598896,-0.259851672,-0.898300632,19.89312977,46.22900763,-133.4274809,-0.537432873,-0.861116668,0.189220288,-5.251908397,-7.160305344,-44.89312977,10.64885496,10.4351145,8.79389313,24.33657584,30.19199808,247.2161632,1.583969466,3.538167939,-4.515267176,4.933211514,5.494724569,15.72310921
2,0.115216936,-0.273629325,-1.00378418,0.05327459,0.056710969,0.016808077,0.058979375,-0.720919156,-0.512893533,-1.345036461,-0.2610932,0.533984356,1.613037109,-3.830810547,-14.05297852,-0.252685547,-0.743652344,-1.291992188,0.450439453,0.061035156,-0.799804688,0.05327459,0.056710969,0.016808077,0.044677734,-0.219726563,-0.997192383,0.230812889,0.23814065,0.129645966,0.962377317,3.468375136,-13.53653217,33.80317145,28.87143574,339.4011594,-0.440789806,-0.331949091,-0.806122339,13.47328244,48.55725191,-189.5114504,0.500077252,-0.606060304,-0.249654538,-11.60305344,-7.160305344,-50.25954198,10.64885496,10.4351145,8.79389313,33.80317145,28.87143574,339.4011594,1.583969466,3.538167939,-9.026717557,5.814049488,5.373214656,18.42284341
2,0.126586914,-0.243722098,-0.987618583,0.053536376,0.05405376,0.010431761,-0.105358889,-1.090380163,0.388545416,-1.36126622,0.624037534,-0.801496153,1.772216797,-3.412109375,-13.82666016,-0.252685547,-0.743652344,-1.145996094,0.450439453,0.061035156,-0.799804688,0.053536376,0.05405376,0.010431761,0.114624023,-0.178955078,-0.997192383,0.231379291,0.232494645,0.102135994,0.453107961,3.121046892,-12.76172301,33.54121023,28.04400727,332.6116837,-0.179202313,-0.141870795,-0.968476858,6.34351145,43.69465649,-178.6641221,0.408907874,-0.523339986,0.098056784,-11.60305344,-7.160305344,-50.25954198,10.64885496,10.4351145,8.79389313,33.54121023,28.04400727,332.6116837,0.209923664,2.942748092,-9.026717557,5.791477379,5.295659286,18.23764469
2,0.160016741,-0.206508092,-0.993617467,0.046479122,0.039809171,0.01220592,-0.365000243,-1.539634371,0.157273346,-1.001994753,3.237474961,-0.771911223,2.240234375,-2.891113281,-13.91064453,-0.252685547,-0.743652344,-1.169921875,0.450439453,0.061035156,-0.799804688,0.046479122,0.039809171,0.01220592,0.201538086,-0.147949219,-0.997192383,0.215590171,0.199522356,0.110480407,-0.110687023,3.983642312,-9.647764449,25.61033963,19.35929731,252.8610656,-0.602374048,0.208142011,-1.3818708,-1.549618321,55.77099237,-135.0687023,0.952772741,-1.11629409,2.074923399,-11.60305344,-2.442748092,-50.25954198,8.664122137,10.4351145,8.79389313,25.61033963,19.35929731,252.8610656,0.209923664,3.538167939,-4.801526718,5.060665928,4.399920148,15.90160576
2,0.140171596,-0.189836775,-0.987357003,0.044744609,0.042673301,0.01161183,-0.115294215,-1.582695678,0.009572273,-0.962923682,3.071831501,-0.531940925,1.962402344,-2.657714844,-13.82299805,-0.252685547,-0.743652344,-1.169921875,0.450439453,0.061035156,-0.799804688,0.044744609,0.042673301,0.01161183,0.121826172,-0.123901367,-0.994995117,0.211529217,0.20657517,0.107758202,-0.567611778,3.970556161,-9.014721919,24.05201963,19.37199157,258.3346718,-0.41134251,0.218221306,-1.461572705,-7.946564885,55.58778626,-126.2061069,1.213531605,-1.11638541,2.136880669,-11.60305344,-2.442748092,-50.25954198,8.664122137,10.4351145,8.79389313,24.05201963,19.37199157,258.3346718,-0.717557252,3.446564885,-1.091603053,4.904285843,4.401362467,16.07279291
2,0.137817383,-0.183698382,-0.991925921,0.045343553,0.043008994,0.011283714,-0.087483199,-1.664133153,0.141875927,-1.031317381,3.226368876,-0.336261456,1.929443359,-2.571777344,-13.88696289,-0.252685547,-0.743652344,-1.169921875,0.450439453,0.061035156,-0.799804688,0.045343553,0.043008994,0.011283714,0.121826172,-0.111938477,-0.994995117,0.212940256,0.2073861,0.106224826,-0.640130862,3.308615049,-9.992911668,23.67213545,16.30055371,254.2656781,-0.382938731,0.464731651,-1.297903052,-8.961832061,46.32061069,-139.9007634,1.331059727,-0.606980954,1.852177234,-11.60305344,-2.442748092,-50.25954198,8.664122137,10.4351145,8.79389313,23.67213545,16.30055371,254.2656781,-0.717557252,2.93129771,-4.801526718,4.86540188,4.037394421,15.94571034
