Target,AccMeanX,AccMeanY,AccMeanZ,AccCovX,AccCovY,AccCovZ,AccSkewX,AccSkewY,AccSkewZ,AccKurtX,AccKurtY,AccKurtZ,AccSumX,AccSumY,AccSumZ,AccMinX,AccMinY,AccMinZ,AccMaxX,AccMaxY,AccMaxZ,AccVarX,AccVarY,AccVarZ,AccMedianX,AccMedianY,AccMedianZ,AccStdX,AccStdY,AccStdZ,GyroMeanX,GyroMeanY,GyroMeanZ,GyroCovX,GyroCovY,GyroCovZ,GyroSkewX,GyroSkewY,GyroSkewZ,GyroSumX,GyroSumY,GyroSumZ,GyroKurtX,GyroKurtY,GyroKurtZ,GyroMinX,GyroMinY,GyroMinZ,GyroMaxX,GyroMaxY,GyroMaxZ,GyroVarX,GyroVarY,GyroVarZ,GyroMedianX,GyroMedianY,GyroMedianZ,GyroStdX,GyroStdY,GyroStdZ
1,0.370186942,-0.157610212,-0.971854074,0.02723984,0.005142989,0.006456883,0.075675082,-0.380555801,0.892233154,-1.30104021,-0.747349631,-0.10011543,5.182617188,-2.206542969,-13.60595703,0.155761719,-0.297363281,-1.069580078,0.643554688,-0.065429688,-0.808349609,0.02723984,0.005142989,0.006456883,0.351806641,-0.17199707,-0.983886719,0.165044964,0.071714634,0.080354735,-0.434023991,4.292802617,0.864231189,1.80061102,6.505131108,0.735560314,-0.560170819,0.430569454,-1.263363606,-6.076335878,60.09923664,12.09923664,2.117958358,0.042741563,3.149518319,-3.709923664,0.404580153,-1.419847328,1.770992366,9.213740458,1.946564885,1.80061102,6.505131108,0.735560314,-0.599236641,4.229007634,0.812977099,1.341868481,2.550515851,0.85764813
1,0.39074707,-0.162370954,-0.96018764,0.024613837,0.004873069,0.007599908,-0.186616284,-0.223283743,0.549683555,-1.02476558,-0.578037612,-1.052556933,5.470458984,-2.273193359,-13.44262695,0.155761719,-0.297363281,-1.069580078,0.643554688,-0.065429688,-0.808349609,0.024613837,0.004873069,0.007599908,0.405883789,-0.175170898,-0.979003906,0.156887975,0.069807371,0.087177453,-0.769901854,4.398037077,0.813522356,3.783927395,6.436354858,0.790080498,-1.345974742,0.298141744,-1.021285478,-10.77862595,61.57251908,11.38931298,2.499694401,0.039654474,1.98629828,-5.694656489,0.404580153,-1.419847328,1.770992366,9.213740458,1.946564885,3.783927395,6.436354858,0.790080498,-0.599236641,4.41221374,0.812977099,1.945231964,2.536997213,0.888864724
1,0.396205357,-0.165021624,-0.957903181,0.022566877,0.004589424,0.007574381,-0.158591888,-0.186112146,0.46189831,-0.86003511,-0.328477653,-1.106741393,5.546875,-2.310302734,-13.41064453,0.155761719,-0.297363281,-1.069580078,0.643554688,-0.065429688,-0.808349609,0.022566877,0.004589424,0.007574381,0.405883789,-0.175170898,-0.971923828,0.150222756,0.06774529,0.087030922,-0.57306434,4.44438386,0.723009815,4.296768292,6.399261103,0.919019679,-1.250528013,0.238294393,-0.727750475,-8.022900763,62.22137405,10.1221374,1.982947246,0.057142266,0.473358467,-5.694656489,0.404580153,-1.419847328,1.916030534,9.213740458,1.946564885,4.296768292,6.399261103,0.919019679,-0.488549618,4.41221374,0.812977099,2.072864755,2.529676086,0.958655141
1,0.379970006,-0.153930664,-0.952444894,0.029397567,0.006416117,0.008122281,-0.329012948,0.110008231,0.28578487,-0.917407145,-0.37924549,-1.483702442,5.319580078,-2.155029297,-13.33422852,0.079101563,-0.297363281,-1.069580078,0.643554688,-0.005371094,-0.808349609,0.029397567,0.006416117,0.008122281,0.405883789,-0.175170898,-0.971923828,0.171457186,0.080100666,0.090123697,-0.376772083,4.740458015,0.566521265,5.023614431,7.396664171,1.209667525,-1.03818651,0.051158147,-0.549844763,-5.27480916,66.36641221,7.93129771,1.345064291,-0.608122946,-0.53443533,-5.694656489,0.404580153,-1.419847328,2.618320611,9.213740458,1.946564885,5.023614431,7.396664171,1.209667525,-0.488549618,4.614503817,0.751908397,2.241342105,2.719680895,1.099848865
1,0.356392997,-0.14805385,-0.953072684,0.03046466,0.006487083,0.00816206,-0.005724538,-0.12064807,0.305162142,-1.135893691,-0.4429838,-1.493782742,4.989501953,-2.072753906,-13.34301758,0.079101563,-0.297363281,-1.069580078,0.643554688,-0.005371094,-0.808349609,0.03046466,0.006487083,0.00816206,0.351806641,-0.149780273,-0.976318359,0.174541285,0.080542428,0.09034412,-0.322246456,4.648854962,0.613958561,4.949910383,7.351481221,1.20356725,-1.139623951,0.166970589,-0.700319097,-4.511450382,65.08396947,8.595419847,1.642627765,-0.549337239,-0.35441363,-5.694656489,0.404580153,-1.419847328,2.618320611,9.213740458,1.946564885,4.949910383,7.351481221,1.20356725,-0.488549618,4.41221374,0.812977099,2.224839406,2.711361507,1.097072126
1,0.331037249,-0.133039202,-0.962315151,0.027396142,0.004814684,0.007521919,0.272750735,-0.003954482,0.604444719,-0.829454275,-0.669594696,-0.98696343,4.634521484,-1.862548828,-13.47241211,0.079101563,-0.253173828,-1.069580078,0.643554688,-0.005371094,-0.808349609,0.027396142,0.004814684,0.007521919,0.325927734,-0.12109375,-0.987060547,0.1655178,0.069387924,0.086728998,-0.46782988,4.941657579,0.59651036,4.743460607,5.875088928,1.18586291,-1.017099784,0.290505217,-0.671117438,-6.549618321,69.18320611,8.351145038,1.680938516,-0.168724836,-0.319628911,-5.694656489,0.732824427,-1.419847328,2.618320611,9.213740458,1.946564885,4.743460607,5.875088928,1.18586291,-0.591603053,4.477099237,0.812977099,2.177948715,2.423858273,1.088973329
1,0.342860631,-0.14175851,-0.946149554,0.029764016,0.004742307,0.008049256,0.105286136,0.316668578,0.313701457,-1.223352297,-0.501816195,-1.438660541,4.800048828,-1.984619141,-13.24609375,0.079101563,-0.253173828,-1.069580078,0.643554688,-0.005371094,-0.808349609,0.029764016,0.004742307,0.008049256,0.330566406,-0.149780273,-0.976318359,0.172522508,0.06886441,0.089717647,-0.415485278,5.511995638,0.566521265,4.807884732,5.258869299,1.143300584,-1.072774224,0.408666347,-0.65044914,-5.816793893,77.16793893,7.93129771,1.672753512,-0.898147407,-0.206034086,-5.694656489,2.030534351,-1.419847328,2.618320611,9.213740458,1.946564885,4.807884732,5.258869299,1.143300584,-0.591603053,4.641221374,0.812977099,2.192688927,2.293222471,1.069252348
1,0.340419224,-0.146728516,-0.944109235,0.029071227,0.00474408,0.00802002,0.127380542,0.545981446,0.236730907,-1.133898721,-0.334284853,-1.455776857,4.765869141,-2.054199219,-13.2175293,0.079101563,-0.253173828,-1.069580078,0.643554688,-0.005371094,-0.808349609,0.029071227,0.00474408,0.00802002,0.330566406,-0.173095703,-0.967407227,0.170502864,0.068877285,0.089554565,-0.359869138,5.571973828,0.654852781,4.799459034,4.859484289,1.276913023,-1.163430795,0.563870599,-0.667294257,-5.038167939,78.00763359,9.167938931,1.846972115,-0.994223695,-0.440422802,-5.694656489,2.526717557,-1.419847328,2.618320611,9.213740458,1.946564885,4.799459034,4.859484289,1.276913023,-0.488549618,4.641221374,0.839694656,2.190766769,2.2044238,1.130005763
1,0.347638811,-0.142037528,-0.953421456,0.031587669,0.003976668,0.007372949,0.107003342,0.857913225,0.528971061,-1.342002398,-0.223381921,-0.980751827,4.866943359,-1.988525391,-13.34790039,0.079101563,-0.215820313,-1.069580078,0.643554688,-0.005371094,-0.808349609,0.031587669,0.003976668,0.007372949,0.330566406,-0.173095703,-0.984130859,0.177729202,0.063060825,0.085865881,-0.664122137,5.437840785,0.590512541,4.699053758,4.257736524,1.15586421,-0.876422075,0.664648324,-0.716421186,-9.297709924,76.12977099,8.267175573,1.232494276,-0.442883791,-0.211826075,-5.694656489,2.526717557,-1.419847328,2.618320611,9.213740458,1.93129771,4.699053758,4.257736524,1.15586421,-0.591603053,4.641221374,0.839694656,2.167730093,2.063428342,1.075111255
1,0.363542829,-0.154750279,-0.952479771,0.028631352,0.004141641,0.007257715,-0.078933689,1.006123722,0.521237293,-1.036372979,0.710801875,-0.944014302,5.089599609,-2.166503906,-13.3347168,0.079101563,-0.243408203,-1.069580078,0.643554688,-0.005371094,-0.808349609,0.028631352,0.004141641,0.007257715,0.368530273,-0.181274414,-0.984130859,0.169208014,0.064355584,0.085192222,-0.636859324,5.597055616,0.478189749,4.712597117,4.274003923,1.277750599,-0.915882927,0.419953581,-0.419696251,-8.916030534,78.35877863,6.694656489,1.26480679,-0.692238808,-0.947056787,-5.694656489,2.526717557,-1.419847328,2.618320611,9.213740458,1.93129771,4.712597117,4.274003923,1.277750599,-0.488549618,5.072519084,0.835877863,2.170851703,2.067366422,1.130376308
1,0.384922573,-0.166172573,-0.95085798,0.025462615,0.004185187,0.007172038,-0.351003633,1.267586798,0.46966379,-0.548865482,1.753717807,-0.930491629,5.388916016,-2.326416016,-13.31201172,0.079101563,-0.243408203,-1.069580078,0.643554688,-0.005371094,-0.808349609,0.025462615,0.004185187,0.007172038,0.41784668,-0.184692383,-0.973266602,0.159570093,0.064693021,0.084687887,-0.62431843,5.635223555,0.485823337,4.711794441,4.193857975,1.284008079,-0.936323839,0.382511321,-0.43726966,-8.740458015,78.89312977,6.801526718,1.295733792,-0.626948517,-0.95772214,-5.694656489,2.526717557,-1.419847328,2.618320611,9.213740458,1.93129771,4.711794441,4.193857975,1.284008079,-0.480916031,5.13740458,0.889312977,2.170666819,2.047891104,1.133140803
1,0.380301339,-0.1796875,-0.955932617,0.026045042,0.007320514,0.008654079,-0.255821772,-0.20253598,0.082149237,-0.728761249,1.936729829,-0.541158516,5.32421875,-2.515625,-13.38305664,0.079101563,-0.375244141,-1.124511719,0.643554688,-0.005371094,-0.808349609,0.026045042,0.007320514,0.008654079,0.41784668,-0.185424805,-0.973266602,0.161384764,0.085560003,0.0930273,-0.469465649,5.29825518,0.175572519,5.059690353,5.978622945,1.701380142,-0.998317046,-0.050640457,-0.586086806,-6.572519084,74.17557252,2.458015267,1.05613419,-0.362822249,-0.455289109,-5.694656489,0.648854962,-2.465648855,2.618320611,9.213740458,1.93129771,5.059690353,5.978622945,1.701380142,-0.309160305,4.84351145,0.622137405,2.249375547,2.445122276,1.304369634
1,0.360700335,-0.160836356,-0.956054688,0.025659265,0.012146942,0.008615485,0.056161273,0.481975706,0.074917508,-0.737757531,1.332179172,-0.546612218,5.049804688,-2.251708984,-13.38476563,0.079101563,-0.375244141,-1.124511719,0.643554688,0.080566406,-0.810058594,0.025659265,0.012146942,0.008615485,0.342651367,-0.183349609,-0.973266602,0.160185096,0.110213167,0.092819635,-0.366412214,5.62431843,0.224100327,5.226161287,5.520640975,1.755892001,-1.082363149,-0.358940143,-0.660802992,-5.129770992,78.74045802,3.13740458,1.01995936,0.130030343,-0.51871364,-5.694656489,0.648854962,-2.465648855,2.618320611,9.213740458,1.93129771,5.226161287,5.520640975,1.755892001,-0.148854962,5.351145038,0.889312977,2.286079895,2.34960443,1.325100751
